Camp,Agent,Date,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level
Campaign E,Hester,1/2/2022,116,106,91.38%,10,0:00:34,0:04:23,0:04:44,62.93%
Campaign E,Maryanne,2/24/2021,533,300,56.29%,233,0:02:12,0:04:03,0:12:24,12.55%
Campaign E,Caren,12/13/2022,416,322,77.40%,94,0:01:04,0:03:34,0:06:12,38.59%
Campaign E,Basilio,6/8/2022,415,259,62.41%,156,0:02:10,0:03:57,0:13:38,17.89%
Campaign E,Ricki,5/5/2021,433,289,66.74%,144,0:01:42,0:03:28,0:13:12,22.95%
Campaign E,Ermentrude,1/5/2023,454,284,62.56%,170,0:01:53,0:03:34,0:19:22,24.44%
Campaign E,Remus,3/8/2022,244,195,79.92%,49,0:01:25,0:03:51,0:11:22,36.67%
Campaign F,Schuyler,3/2/2021,51,48,94.12%,3,0:00:14,0:03:26,0:03:21,84.31%
Campaign F,Kimble,3/25/2021,202,176,87.13%,26,0:00:24,0:03:42,0:05:28,67.16%
Campaign F,Damon,2/28/2023,128,118,92.19%,10,0:00:30,0:03:42,0:07:53,74.02%
Campaign F,Breena,3/3/2023,102,100,98.04%,2,0:00:14,0:03:32,0:03:09,85.29%
Campaign F,Rooney,12/2/2021,201,169,84.08%,32,0:00:32,0:03:25,0:06:12,58.08%
Campaign F,Verne,2/18/2023,261,195,74.71%,66,0:01:01,0:03:27,0:07:55,37.98%
Campaign F,Odey,10/14/2022,201,173,86.07%,28,0:00:41,0:03:15,0:06:50,59.50%
Campaign F,Ange,10/14/2021,64,61,95.31%,3,0:00:09,0:03:15,0:02:23,92.06%
Campaign F,Estele,6/13/2022,200,168,84.00%,32,0:00:51,0:03:23,0:06:46,48.74%
Campaign F,Janot,6/4/2022,158,148,93.67%,10,0:00:30,0:03:17,0:04:08,56.69%
Campaign F,Burnaby,5/14/2022,174,155,89.08%,19,0:00:26,0:03:01,0:05:10,62.35%
Campaign F,Kitty,3/26/2023,67,64,95.52%,3,0:00:26,0:03:31,0:04:58,71.21%
Campaign F,Joline,2/9/2021,24,23,95.83%,1,0:00:23,0:02:50,0:02:01,75.00%
Campaign F,Gib,12/25/2022,106,92,86.79%,14,0:00:44,0:03:03,0:05:04,45.63%
Campaign F,Rivy,4/30/2021,52,50,96.15%,2,0:00:11,0:03:19,0:01:24,88.46%
Campaign F,Rosanne,3/25/2022,223,203,91.03%,20,0:00:31,0:03:18,0:04:11,62.10%
Campaign F,Venita,4/7/2022,274,233,85.04%,41,0:00:48,0:03:27,0:05:10,36.06%
Campaign F,Bambi,8/25/2022,280,263,93.93%,17,0:00:23,0:03:13,0:03:50,67.64%
Campaign F,Kinsley,11/22/2023,534,468,87.64%,66,0:00:30,0:02:46,0:04:39,57.47%
Campaign F,Wainwright,9/6/2023,315,300,95.24%,15,0:00:24,0:03:11,0:02:50,70.23%
Campaign F,Benedick,7/23/2021,122,113,92.62%,9,0:00:20,0:02:58,0:02:19,76.67%
Campaign F,Tripp,6/28/2021,63,60,95.24%,3,0:00:21,0:02:51,0:02:52,74.19%
Campaign F,Waylon,6/17/2023,402,368,91.54%,34,0:00:32,0:03:07,0:03:06,54.18%
Campaign F,Cal,12/24/2022,413,370,89.59%,43,0:00:29,0:03:10,0:03:22,58.42%
Campaign F,Horton,9/16/2021,389,346,88.95%,43,0:00:36,0:03:21,0:05:10,49.87%
Campaign F,Berrie,9/5/2022,495,308,62.22%,187,0:01:31,0:03:25,0:16:35,18.56%
Campaign F,Hugo,3/12/2021,712,340,47.75%,372,0:02:00,0:03:26,0:16:25,12.26%
Campaign F,Roderick,5/14/2023,1057,602,56.95%,455,0:01:44,0:02:33,0:12:24,11.49%
Campaign F,Alicea,5/27/2022,620,321,51.77%,299,0:02:42,0:03:13,0:16:34,10.87%
Campaign F,Eirena,9/20/2023,1575,871,55.30%,704,0:01:32,0:02:33,0:22:45,13.93%
Campaign F,Jackson,7/18/2022,1349,775,57.45%,574,0:01:46,0:03:10,0:15:53,12.16%
Campaign F,Nanete,7/5/2023,999,454,45.45%,545,0:02:48,0:03:14,0:13:24,4.07%
Campaign F,Torre,5/23/2021,968,547,56.51%,421,0:02:26,0:03:18,0:14:13,11.71%
Campaign F,Meyer,9/18/2022,1066,453,42.50%,613,0:05:04,0:03:39,0:22:37,2.24%
Campaign F,Ann-marie,3/3/2021,788,633,80.33%,155,0:01:13,0:03:23,0:12:26,20.88%
Campaign F,Barbara,4/15/2023,252,213,84.52%,39,0:00:53,0:03:31,0:08:17,44.08%
Campaign F,Jocelyn,12/13/2022,842,625,74.23%,217,0:01:11,0:03:10,0:14:28,26.93%
Campaign F,Melany,11/30/2023,847,722,85.24%,125,0:00:54,0:03:04,0:08:05,33.49%
Campaign F,Harri,6/26/2021,800,615,76.88%,185,0:01:07,0:03:25,0:07:24,23.98%
Campaign F,Arnold,1/8/2023,1100,823,74.82%,277,0:01:08,0:03:18,0:15:31,29.65%
Campaign F,Margarete,12/29/2022,1242,909,73.19%,333,0:01:23,0:03:04,0:11:11,19.00%
Campaign F,Harbert,3/24/2023,732,460,62.84%,272,0:01:31,0:03:12,0:10:29,17.92%
Campaign F,Glenn,6/13/2023,112,104,92.86%,8,0:00:34,0:03:21,0:04:13,56.36%
Campaign F,Minta,12/30/2021,482,434,90.04%,48,0:00:41,0:03:01,0:11:01,47.44%
Campaign F,Debee,7/4/2021,570,484,84.91%,86,0:00:51,0:03:07,0:11:48,36.90%
Campaign F,Lilia,2/28/2023,490,398,81.22%,92,0:00:50,0:03:17,0:21:44,36.10%
Campaign F,Maria,10/10/2023,462,311,67.32%,151,0:01:11,0:03:17,0:08:50,26.34%
Campaign F,Annaliese,4/30/2023,428,373,87.15%,55,0:00:40,0:02:58,0:07:01,50.60%
Campaign F,Silvanus,7/7/2023,393,312,79.39%,81,0:01:02,0:03:16,0:08:16,31.40%
Campaign F,Toinette,12/7/2022,58,50,86.21%,8,0:00:29,0:03:04,0:03:06,67.24%
Campaign F,Cammy,5/4/2022,316,279,88.29%,37,0:00:40,0:02:58,0:03:31,44.16%
Campaign F,Bessy,10/28/2023,298,274,91.95%,24,0:00:30,0:02:59,0:03:02,55.78%
Campaign F,Leslie,9/13/2023,308,275,89.29%,33,0:00:40,0:02:56,0:06:54,51.63%
Campaign F,Janek,3/21/2022,259,242,93.44%,17,0:00:16,0:02:54,0:04:09,78.26%
Campaign F,Merline,5/23/2022,464,391,84.27%,73,0:00:55,0:03:31,0:05:13,35.45%
Campaign F,Calla,11/25/2021,302,275,91.06%,27,0:00:30,0:03:02,0:09:54,56.04%
Campaign F,Maribeth,9/21/2021,47,45,95.74%,2,0:00:12,0:02:41,0:02:37,85.11%
Campaign F,Karel,4/3/2022,293,279,95.22%,14,0:00:22,0:02:53,0:02:57,67.47%
Campaign F,Elbertina,3/26/2022,245,225,91.84%,20,0:00:18,0:02:55,0:04:11,73.55%
Campaign F,Edward,8/11/2021,295,227,76.95%,68,0:00:48,0:03:19,0:05:42,44.79%
Campaign F,Jenica,3/10/2023,205,196,95.61%,9,0:00:20,0:03:06,0:05:10,73.66%
Campaign F,Tobe,3/3/2023,249,215,86.35%,34,0:00:40,0:02:58,0:24:51,46.09%
Campaign F,Mariejeanne,1/6/2023,236,213,90.25%,23,0:00:26,0:03:14,0:03:54,63.36%
Campaign F,Stacia,10/13/2023,39,39,100.00%,0,0:00:14,0:02:30,0:02:27,87.18%
Campaign F,Belle,12/8/2022,208,194,93.27%,14,0:00:17,0:02:54,0:02:59,76.96%
Campaign F,Kristian,12/4/2023,39,38,97.44%,1,0:00:04,0:02:21,0:01:02,94.87%
Campaign F,Farrel,6/6/2023,115,110,95.65%,5,0:00:08,0:02:46,0:04:12,90.43%
Campaign F,Jonathon,8/26/2023,338,308,91.12%,30,0:00:27,0:02:50,0:04:11,63.10%
Campaign F,Obediah,2/12/2023,404,320,79.21%,84,0:00:45,0:02:58,0:11:53,51.39%
Campaign F,Em,12/30/2023,436,393,90.14%,43,0:00:26,0:02:51,0:06:13,65.26%
Campaign F,Malory,9/17/2021,73,72,98.63%,1,0:00:07,0:02:46,0:01:43,93.15%
Campaign F,Arv,5/18/2021,521,492,94.43%,29,0:00:17,0:02:45,0:03:23,78.94%
Campaign F,Barde,1/6/2021,648,564,87.04%,84,0:00:27,0:02:46,0:05:25,61.36%
Campaign F,Terrye,10/12/2022,729,592,81.21%,137,0:00:55,0:02:53,0:07:29,35.83%
Campaign F,Teodor,3/16/2023,1196,718,60.03%,478,0:01:52,0:03:09,0:11:06,14.62%
Campaign F,Cassandry,12/22/2021,436,323,74.08%,113,0:00:44,0:03:02,0:06:12,43.75%
Campaign F,Klarrisa,8/26/2022,191,178,93.19%,13,0:00:16,0:02:51,0:04:08,80.53%
Campaign F,Dacia,11/17/2022,68,68,100.00%,0,0:00:05,0:02:56,0:01:39,98.53%
Campaign F,Izabel,9/1/2021,498,429,86.14%,69,0:00:34,0:03:09,0:04:12,50.71%
Campaign F,Lilla,10/16/2022,358,329,91.90%,29,0:00:21,0:03:03,0:02:15,66.95%
Campaign F,Wileen,12/24/2023,340,302,88.82%,38,0:00:24,0:02:50,0:05:10,65.67%
Campaign F,Curcio,7/9/2021,322,306,95.03%,16,0:00:16,0:02:39,0:06:17,77.74%
Campaign F,Jude,4/19/2021,296,282,95.27%,14,0:00:18,0:02:37,0:02:45,76.53%
Campaign F,Lemmy,2/12/2021,264,234,88.64%,30,0:00:20,0:02:34,0:04:54,69.88%
Campaign F,Lianne,8/6/2023,52,51,98.08%,1,0:00:06,0:02:36,0:01:05,94.12%
Campaign F,Kelby,2/15/2021,266,264,99.25%,2,0:00:09,0:02:39,0:02:01,90.98%
Campaign F,Rowland,3/16/2021,242,238,98.35%,4,0:00:09,0:02:45,0:02:30,90.46%
Campaign F,Celestia,10/27/2022,241,228,94.61%,13,0:00:19,0:02:48,0:06:08,79.58%
Campaign F,Claudie,12/6/2023,279,269,96.42%,10,0:00:08,0:02:43,0:03:07,91.30%
Campaign F,Trixie,5/31/2021,73,72,98.63%,1,0:00:08,0:03:04,0:02:10,91.78%
Campaign F,Greta,6/30/2022,226,218,96.46%,8,0:00:08,0:02:54,0:02:47,91.86%
Campaign F,Guilbert,7/3/2022,43,42,97.67%,1,0:00:11,0:02:38,0:01:17,83.72%
Campaign F,Zolly,2/14/2021,311,255,81.99%,56,0:00:45,0:02:55,0:04:50,47.18%
Campaign F,Donalt,6/21/2023,251,210,83.67%,41,0:00:26,0:02:54,0:09:18,63.52%
Campaign F,Nevins,12/9/2023,339,313,92.33%,26,0:00:12,0:02:02,0:06:41,82.09%
Campaign F,Gratiana,10/27/2021,323,261,80.80%,62,0:00:41,0:02:57,0:09:27,53.99%
Campaign F,Lisabeth,2/11/2022,289,265,91.70%,24,0:00:11,0:03:00,0:05:42,83.27%
Campaign F,Shayna,8/16/2023,310,281,90.65%,29,0:00:15,0:02:41,0:02:57,79.12%
Campaign F,Franzen,2/15/2022,33,31,93.94%,2,0:00:14,0:02:53,0:02:07,84.85%
Campaign F,Goldi,4/3/2022,346,318,91.91%,28,0:00:12,0:02:36,0:03:32,82.49%
Campaign F,Austin,7/30/2023,325,285,87.69%,40,0:00:32,0:02:45,0:09:39,60.82%
Campaign F,Dody,10/23/2022,627,504,80.38%,123,0:00:37,0:03:20,0:19:42,56.93%
Campaign F,Blair,11/20/2021,905,631,69.72%,274,0:01:23,0:03:42,0:12:04,25.68%
Campaign F,Cyrill,11/21/2022,1141,610,53.46%,531,0:01:46,0:03:12,0:25:51,14.55%
Campaign F,Willamina,8/25/2023,863,511,59.21%,352,0:02:07,0:03:03,0:15:43,12.13%
Campaign F,Wesley,4/18/2023,63,56,88.89%,7,0:00:16,0:02:31,0:04:08,70.97%
Campaign F,Deeanne,4/26/2021,573,487,84.99%,86,0:00:56,0:02:45,0:05:43,34.99%
Campaign F,Goddart,10/7/2022,391,323,82.61%,68,0:00:46,0:03:08,0:08:16,42.71%
Campaign F,Benn,12/1/2023,526,355,67.49%,171,0:01:29,0:03:50,0:18:47,22.40%
Campaign F,Olwen,12/10/2021,343,309,90.09%,34,0:00:39,0:03:24,0:05:10,48.82%
Campaign F,Caryl,2/6/2021,401,346,86.28%,55,0:00:41,0:03:13,0:05:10,44.27%
Campaign F,Hirsch,12/4/2023,281,239,85.05%,42,0:00:41,0:03:07,0:03:20,42.55%
Campaign F,Othilia,7/22/2022,46,39,84.78%,7,0:00:11,0:03:09,0:04:09,80.43%
Campaign F,Jimmie,7/5/2023,357,323,90.48%,34,0:00:32,0:03:08,0:07:14,60.91%
Campaign F,Stanton,1/16/2023,280,255,91.07%,25,0:00:34,0:03:02,0:03:31,52.90%
Campaign F,Dulcie,11/30/2023,258,247,95.74%,11,0:00:25,0:02:57,0:04:12,70.20%
Campaign F,Welsh,11/24/2021,282,255,90.43%,27,0:00:18,0:02:47,0:04:09,74.73%
Campaign F,Jacob,5/6/2023,253,240,94.86%,13,0:00:18,0:02:41,0:06:11,75.20%
Campaign F,Kayle,10/31/2022,266,232,87.22%,34,0:00:37,0:02:49,0:06:11,57.59%
Campaign F,Gwen,7/28/2023,30,29,96.67%,1,0:00:10,0:03:21,0:00:49,90.00%
Campaign F,Zaneta,1/21/2022,258,230,89.15%,28,0:00:33,0:03:01,0:04:14,53.54%
Campaign F,Judd,5/10/2022,293,282,96.25%,11,0:00:23,0:02:39,0:02:38,70.24%
Campaign F,Mariellen,8/18/2022,377,341,90.45%,36,0:00:20,0:02:21,0:03:09,68.28%
Campaign F,Celestine,11/6/2022,196,182,92.86%,14,0:00:28,0:02:37,0:02:54,61.86%
Campaign F,Daffie,3/13/2021,192,173,90.10%,19,0:00:33,0:02:44,0:06:39,61.78%
Campaign F,Eric,1/1/2023,185,178,96.22%,7,0:00:17,0:02:46,0:03:09,77.72%
Campaign F,Arabele,5/11/2023,27,25,92.59%,2,0:00:18,0:02:09,0:03:07,74.07%
Campaign F,Lorettalorna,8/14/2021,222,214,96.40%,8,0:00:18,0:02:57,0:06:12,74.66%
Campaign F,Lynnet,8/15/2023,217,198,91.24%,19,0:00:09,0:02:43,0:02:57,88.83%
Campaign F,Wallis,2/16/2023,204,197,96.57%,7,0:00:17,0:02:40,0:03:50,79.70%
Campaign F,Devin,2/28/2023,191,181,94.76%,10,0:00:12,0:02:46,0:04:44,87.23%
Campaign F,Cristabel,9/3/2021,176,157,89.20%,19,0:00:17,0:02:51,0:04:08,73.53%
Campaign F,Trisha,3/8/2023,176,163,92.61%,13,0:00:24,0:03:11,0:03:07,64.16%
Campaign F,Alicea,1/16/2023,26,26,100.00%,0,0:00:24,0:03:03,0:01:57,69.23%
Campaign F,Julia,10/7/2021,170,167,98.24%,3,0:00:16,0:02:47,0:02:08,79.41%
Campaign F,Aldon,10/23/2021,154,147,95.45%,7,0:00:21,0:03:02,0:03:47,75.16%
Campaign F,Peder,2/7/2021,165,152,92.12%,13,0:00:17,0:02:58,0:03:40,80.75%
Campaign F,Carol-jean,3/8/2021,153,143,93.46%,10,0:00:19,0:03:05,0:03:15,77.63%
Campaign F,Duke,7/6/2022,175,169,96.57%,6,0:00:11,0:02:17,0:02:12,85.63%
Campaign F,Wat,9/17/2023,241,214,88.80%,27,0:00:29,0:03:00,0:14:33,66.23%
Campaign F,Giffard,4/21/2021,14,14,100.00%,0,0:00:16,0:02:46,0:01:27,85.71%
Campaign F,Venus,11/6/2022,57,55,96.49%,2,0:00:12,0:02:35,0:02:07,85.96%
Campaign F,Maggee,11/10/2023,954,644,67.51%,310,0:01:14,0:02:05,0:11:12,26.33%
Campaign F,Juieta,7/18/2022,374,344,91.98%,30,0:00:28,0:03:03,0:08:52,61.85%
Campaign F,Arabella,7/8/2023,265,245,92.45%,20,0:00:31,0:03:05,0:03:21,56.70%
Campaign F,Griz,12/15/2023,222,205,92.34%,17,0:00:20,0:03:12,0:02:10,72.69%
Campaign F,Liesa,9/27/2023,203,192,94.58%,11,0:00:27,0:03:04,0:04:07,68.66%
Campaign F,Cynthie,11/30/2022,33,31,93.94%,2,0:00:29,0:02:15,0:05:43,78.13%
Campaign F,Isidora,8/10/2022,220,195,88.64%,25,0:00:28,0:02:45,0:03:06,59.62%
Campaign F,Alister,6/9/2023,185,177,95.68%,8,0:00:16,0:02:33,0:03:08,80.11%
Campaign F,Marga,3/29/2023,203,172,84.73%,31,0:00:34,0:02:53,0:05:06,52.79%
Campaign F,Godwin,3/12/2023,218,193,88.53%,25,0:00:34,0:02:58,0:07:34,61.97%
Campaign F,Darill,10/21/2022,204,194,95.10%,10,0:00:16,0:02:52,0:03:06,81.31%
Campaign F,Tessa,2/21/2023,242,211,87.19%,31,0:00:44,0:02:57,0:06:08,47.70%
Campaign F,Palmer,12/4/2022,29,29,100.00%,0,0:00:08,0:02:40,0:00:44,89.66%
Campaign F,Lauryn,4/11/2023,171,163,95.32%,8,0:00:24,0:02:58,0:03:19,69.23%
Campaign F,Noble,5/25/2021,190,166,87.37%,24,0:00:46,0:02:59,0:09:20,42.25%
Campaign F,Reeta,10/25/2023,221,196,88.69%,25,0:00:33,0:02:57,0:05:25,53.67%
Campaign F,Shannon,3/16/2022,297,241,81.14%,56,0:00:49,0:03:11,0:06:52,44.83%
Campaign F,Silvester,6/21/2021,233,214,91.85%,19,0:00:26,0:02:49,0:03:53,62.50%
Campaign F,Vinson,8/28/2023,198,191,96.46%,7,0:00:14,0:03:01,0:02:09,82.74%
Campaign F,Jocelin,4/29/2023,15,15,100.00%,0,0:00:04,0:03:19,0:00:14,100.00%
Campaign F,Hyacintha,3/23/2022,27,25,92.59%,2,0:00:08,0:02:34,0:02:04,88.89%
Campaign F,Steven,2/6/2023,7,6,85.71%,1,0:00:03,0:04:48,0:00:31,85.71%
Campaign F,Hayes,3/13/2023,169,144,85.21%,25,0:00:33,0:02:36,0:08:31,56.36%
Campaign F,Jozef,3/26/2023,224,206,91.96%,18,0:00:20,0:02:35,0:02:26,70.72%
Campaign F,Edik,12/27/2023,170,160,94.12%,10,0:00:28,0:03:01,0:05:10,62.35%
Campaign F,Dinny,3/25/2023,161,149,92.55%,12,0:00:24,0:03:08,0:02:34,68.13%
Campaign F,Missie,5/12/2023,37,35,94.59%,2,0:00:12,0:02:48,0:01:03,80.56%
Campaign F,Delmore,5/14/2022,183,169,92.35%,14,0:00:32,0:02:58,0:04:28,59.89%
Campaign F,Courtnay,12/5/2023,221,206,93.21%,15,0:00:30,0:02:54,0:04:23,58.18%
Campaign F,Ellen,5/20/2023,202,193,95.54%,9,0:00:18,0:02:53,0:02:48,75.38%
Campaign F,Austin,2/3/2022,193,163,84.46%,30,0:00:36,0:03:12,0:05:12,53.40%
Campaign F,Morley,7/8/2023,201,196,97.51%,5,0:00:10,0:02:43,0:02:32,89.00%
Campaign F,Nessa,4/13/2022,193,180,93.26%,13,0:00:21,0:02:42,0:03:17,73.16%
Campaign F,Cesar,2/11/2023,27,25,92.59%,2,0:00:25,0:02:03,0:02:07,66.67%
Campaign F,Daune,8/21/2023,227,206,90.75%,21,0:00:29,0:03:01,0:04:26,66.67%
Campaign F,Gabriella,10/7/2022,225,199,88.44%,26,0:00:35,0:02:58,0:05:19,52.68%
Campaign F,Torey,5/20/2021,204,193,94.61%,11,0:00:33,0:02:39,0:05:21,58.82%
Campaign F,Fraser,3/24/2023,221,194,87.78%,27,0:00:29,0:02:48,0:05:05,60.73%
Campaign F,Lila,6/22/2022,172,154,89.53%,18,0:00:34,0:03:09,0:03:06,54.17%
Campaign F,Anne,10/27/2021,161,150,93.17%,11,0:00:36,0:02:51,0:05:53,52.80%
Campaign F,Nichole,12/1/2021,17,14,82.35%,3,0:00:47,0:03:08,0:02:52,41.18%
Campaign F,Mersey,9/16/2022,168,145,86.31%,23,0:00:38,0:02:57,0:04:08,50.61%
Campaign F,Karla,2/6/2023,160,142,88.75%,18,0:00:33,0:02:44,0:09:18,54.14%
Campaign F,Melisa,6/12/2023,185,159,85.95%,26,0:00:41,0:02:56,0:05:43,42.70%
Campaign F,Prudence,3/26/2023,155,146,94.19%,9,0:00:28,0:02:49,0:03:27,65.16%
Campaign F,Kristi,6/17/2021,188,172,91.49%,16,0:00:28,0:02:39,0:03:04,59.78%
Campaign F,Martguerita,12/23/2023,152,120,78.95%,32,0:00:29,0:02:54,0:06:35,53.06%
Campaign F,Shanan,3/19/2021,26,26,100.00%,0,0:00:17,0:03:01,0:01:18,80.77%
Campaign F,Putnem,1/9/2023,152,140,92.11%,12,0:00:21,0:02:58,0:06:40,70.67%
